review_time_ago,review_text,review_rating,review_year
3 months ago,"It's a fun experience!
If your planning to go, just a heads up, register and secure your slot first early so that you'll have your slot. The activity is every two hours. Make sure to bring  a jacket, and don't use shorts if your a newbie. It's normal to fall but don't worry it doesn't hurt much. Just enjoy the 2 hours I guarantee that it's worth it.",5 stars,2024
3 months ago,"If you go there, bring your own skates. They have skates there aswell but many of those are not in good condition which makes it very hard to skate with them.
But i liked that they have step by step signs which help you to orientate where to go first (paying) and what the following steps (shoes, icebears, entry,etc.) are.",2 stars,2024
1 month ago,"Nice this is price
2 hours 350
Bear 125
Locker 50
Companion watcher 100",5 stars,2024
11 months ago,"Ambience: the place is festive and properly lit. We went in as part of the first batch of the 2 hour pass, so the rink is not crowded. There are several skaters who i think are pros that are practicing around, some are ice skating students and most people are like us, just casual skaters. 😊 Be sure to bring socks for hygiene reasons. They have lockers for rent, so one can secure their belongings.

Staff and service: we are satisfied with all those encounters we had with their staff. From the ticket buying, to the guard at the entrance, ice skates keeper and locker custodian.

Please be aware that their operating time is different with mall hours and the 2 hour pass starts at 11:15 am and cut-off at 6:30pm during weekend. Different schedule for weekdays. See the photo i attached with this review for the price and schedule.

Parking: it is located inside MOA, parking is available all around the mall.",4 stars,2023
11 months ago,"It was my first time to do ice skating. It was easy to balance because I've roller skated before, I just had to get used to the slippery ice. We booked a time slot from 10am-12nn, and it wasn't busy, so I could skate without any worries bumping other people. Overall, it was a great and enjoyable experience.",4 stars,2023
3 months ago,"Sm Skating offers a thrilling experience for skating enthusiasts. The smooth and well-maintained surfaces provide an ideal environment for both beginners and experienced skaters. Whether you're honing your skills or just enjoying a leisurely skate, Sm Skating provides a fun and welcoming atmosphere for all.

Downside: Skate shoes smell bad seems like it's not well maintained 😔",5 stars,2024
3 months ago,We've enjoy it a lot even though we're struggling. Hahahha,5 stars,2024
1 year ago,"First time trying to ice skate, ⛸️ really enjoyed the experience. We got our tix at metro deal for 270 php and that is already good for 2 hours. We also paid for a locker for 50php and polar bear for 100php for an hour. Just a downside I think is that they only have a one time access for the lockers but overall it was a very fun experience especially if you were with your friends and loved ones.",4 stars,2023
1 year ago,"Been here multiple times. It's really fun being here. It's better if you will try the unlimited pass para di kayo mabitin for less than Php. 500.
Bring your own socks or you can just buy sa store at the side. It's not really cold when you're inside na kaya it's okay not to wear jacket but it's up to you of course.",5 stars,2023
3 months ago,"It is good to have fun, dates and exercise here... Don't go if you will be the only one, you maybe bored to death.

Pick your skating shoes well or your skin will chafe. Shocks should be up to you shin.",4 stars,2024
1 year ago,"We love Ice skating! It's just that, it is more expensive now that before pandemic, yet it's okay. 😊 No Walk ins, you must schedule or book your session. …",5 stars,2023
2 years ago,"The kids really enjoyed ice skating and had so much fun!

To give a little bit of review though, maybe because it recently opened, I mean it was closed because of pandemic, so people are flocking and eager to ice skate that caused long lines at the counter. We queued for 30 minutes at around 1PM, the afternoon pass already sold out and what was available is only the 5:15PM 2-hour skate.

Despite being crowded it was still a fun, accident free afternoon.

Btw, you can bring food inside. The only snack you can buy from is Potato Corner fries which took 40 mins to be served. If you have a companion they can buy from outside restaurants.",4 stars,2022
5 months ago,"Rude, impatient, inhospitable staff. Went there during opening hours on a weekday, yet overall service and experience was horrible. Skates given are also too worn out.

I also found fresh gum inside the skates after asking for a resize, which does not make sense considering the rink just opened (please check on the employee that gives out the skates -- they also gave out faulty skates)

Whole experience was unbearable!",1 star,2023
4 months ago,Typical ice skating rink. Crowded as to be expected of a rink located in a large shopping mall. They charged me the price of a movie ticket just to go in and watch my 7yo daughter skate. I hate these kind of captive pricing schemes. Should be against the law. I'm trying to keep my 7yo daughter safe. It's not like I'm trying to watch Connor McDavid practice.,3 stars,2023
1 year ago,"The mall of asia ice skating rink is quite spacious. Even though there are alot of people, it is still not too crowded because they do crowd control. You can book a slot every 2 hours or get a ticket for unlimited time the whole day or half day.

They also have a locker which you can pay for a fee. The biggest downside is the smelly helmet and smelly skates. Definitely feels unsanitized and unclean. They should really do something on the cleanliness of the rental items.",3 stars,2023
5 years ago,"For beginners best day to come here every weekdays not weekends. Mostly weekends crowded na!

The sad part here is those practicing figure skating
Some occupy entire space
That might cause complications if you're beginner or just wanna try new.

Hockey game here is ok
Just don't forget to bring jackets if can't withstand coldness.

Enjoy!",3 stars,2019
5 years ago,"Very good experience especially if you're the type to try new things.

It's better to come early as 1 fee (450php) is good for a wholeday access. Plus, the ice rink is smoother since there's not yet many who've used it.
If you have things, you can opt to rent a locker for a day's use -costs 50php.",4 stars,2019
3 months ago,"Rental skates smelled like death. Bring your own if you have them, otherwise bring lots of soap or alcohol to wash your feet after. Nasty",1 star,2024
7 months ago,"SM Skating Rink certainly earns a well-deserved 5 out of 5 stars in my recent experience. The skating rink's commitment to providing a fun and enjoyable experience, along with its well-maintained facilities, make it a standout destination for skating enthusiasts and beginners alike.

The skating rink's spacious layout, smooth ice surface, and modern amenities create an ideal environment for skating. Whether you're a seasoned skater or trying it for the first time, the rink provides a comfortable space to glide and enjoy the ice.

The range of skating sessions, from public sessions to lessons, caters to different skill levels and preferences. The availability of skate rentals and safety precautions ensure that everyone can enjoy the experience.

The skating rink's location within the expansive mall complex adds to its convenience and accessibility. The friendly and attentive staff members contribute to a positive and enjoyable visit.

In summary, SM Skating Rink is a must-visit destination for those seeking a fun and memorable skating experience. With its well-maintained facilities, variety of skating options, and commitment to customer satisfaction, it earns a full five stars as a top-notch skating venue.",5 stars,2023
1 year ago,Best for Kids and kids at heart not only this season but all year round,5 stars,2023
1 year ago,I enjoyed my 1st time experience in ice skating here. I just hope they change the caps/helmet because some of it are stinky.,4 stars,2023
1 year ago,"It's fun to be here. Plus you get to watch some talented people performing such wonderful ice skating dances there (though they're not performers there, only civilian people too who just wanted to play too)",5 stars,2023
7 months ago,"An employee at the return and claim counter was very rude. He was talking about the lady who exchanged the size of her skates as soon as she left the counter, he said that she was not listening and hard-headed because he already told her about how to pick the size of skates while making faces, while I was standing in front of him, exchanging mine because the first ones felt uncomfortable.

The skates that they replaced were very old and smelly. The pads were broken and the laces were not matching, the experience was unenjoyable and painful. We left after 30 mins because the skates sucked. What a waste of time and money.",1 star,2023
6 years ago,Expensive. If you will avail locker your going to pay 100 pesos. They still use the old skating shoes yet they also have new one. Color white. Their time is advance than our watch 10mins. Which is annoying.,3 stars,2018
8 months ago,Took my family ice skating here. The facility looked nice but the rental skates were not sharpened and had no edges. My sons and I play hockey and we’re hoping to practice some edge work during open skate and we’re unable to get any meaningful ice time. If you regularly skate bring your own skates.,2 stars,2023
5 years ago,"Full-sized rink with a manageable volume of people for one to speed up. Not many of the visitors are stable on the skates so you need to keep an eye out.

400 PHP for a single adult, or 600 for two. Add another 50 PHP for a locker to stow away your belongings whilst on the ice. You're allowed to determine your shoe size before borrowing a pair of skates through a set of foot castings.

The above prices are only for figure skates, which have those horrible spikes at the front. Not until we were inside did we found out that the hockey skates were an additional 400 PHP per head.",3 stars,2019
2 months ago,"The place and ambience is soooooo cool and great for bonding with friends, family and the like",5 stars,2024
2 years ago,"This was my second time ice skating and I've been to Megamall's previously. I was under the impression that the shoes/skates were changed to new ones but I guess not. I also thought that MOA has their rink outside the mall with a different building, but it was on the main building (I guess) and the space for skating was quite okay. During our visit, a lot of people were there, so there's a 'traffic jam' on the locker area as well as the space outside the rink. It was too small for a lot of people (especially during the times were in the time slots/break thingies occur). Staffs were accommodating and were approachable. Overall, pretty good experience!",4 stars,2022
10 months ago,"The whole experience was great, the place and the process before you enter the ice field/arena was goods.",5 stars,2023
7 months ago,"Ice skating rink is super unsafe. Staff ignores you when you ask for help and do not even bother to look at you when talking. The skates were broken and the shoelaces were falling apart. Furthermore, the ice skating rink was full too capacity and yet the staff kept letting people enter. The worst, however, would be the staff; their rudeness and ignorance ruins your day.",1 star,2023
2 years ago,We enjoyed our time and having free lockers were very convenient. There's also a place where you can measure your foot size for the skates.,5 stars,2022
8 months ago,Awesome 😎 and fun for all ages …,5 stars,2023
7 months ago,Great experience. Make sure to rent the polar bear. 😁 …,5 stars,2023
1 year ago,"The ticket price is worth the price. They have a locker wherein you can keep your things as you skate. Since there is only one entrance to the rink, you’ll have to wait for those who are ahead of you to go inside before you can go in (if you can’t skate, because you’ll be needing a support, but if you can skate on your own, you can immediately go inside the rink and enjoy skating). My friend took a lot of time before she was able to get in since she doesn’t know how to skate.

For those who doesn’t know how to skate, get a polar bear 🐻‍❄️ So you can enjoy more!",5 stars,2023
5 months ago,memorable experience!,5 stars,2023
5 years ago,I was very impressed with the rink. It is quite a large rink and the ice is very smooth. Unlimited entry pass is priced at PHP390 and companion pass at PHP100. The rink was rather empty when we were there as it was 11am on a weekday. The rink is in a huge mall with many restaurants and departmental stores.,4 stars,2019
5 years ago,"My fiancé and I had a great time on the ice, but if there is one bad experience I had it would be the 'meh' attitude from the ice skate staff, I specifically asked for hockey type skates and the staff was adamant they didn't have anything like that. So, fine I put on the male figure ice skates which were absolutely uncomfortable. Since I already paid the entrance fee, why not right?

An hour later when I returned these I saw others with hockey skates and I asked the staff about them, the guy simply walked away! The heck kind of service is this?",3 stars,2019
11 months ago,"It was fun experience but the service and the rental shoes sucks, I chose size 8 that fits my feet and they gave me a shoe, yet when I wanted to replace it since the lace is severely damaged I asked for a size 7, yet they told me ""its a size 7"" when I originally said I wanted an 8, so instead I told them ""okay, just give me another pair THAT IS NOT DAMAGED"" then they gave me a not that good but bearable. it was my first time. and not planning going back",2 stars,2023
7 months ago,"Wasting time to go there but they don't have enough shoes.
And the worst part is, they don't feel sorry at all. Service sucks. Hopefully meron 0 star or munus on Google",1 star,2023
1 year ago,It’s great fun for children and adventurous adults . Follow the procedure to sign up specify what extras you want . Having visited many times you need to be aware that the provided boots are now getting worn considerably and this time an open safety pin was found in one of them giving a slight injury . It’s time they considered a new boot purchase and would it harm staff to check out the boots and other equipment?,3 stars,2023
4 months ago,Great experience,5 stars,2023
4 years ago,"Best place to relieve stress! Most of the staff are also very friendly, the service is excellent! Just be sure to be friendly first. ✨",5 stars,2020
1 year ago,"Honest opinion only so this will be helpful for everyone.

The skating rink was one of the best ones here in the Philippines.

Easy entrance process,
Helpful staff

Large space.

The thing is, the skates are very very worn out.

So don't expect good fitting shoes.
Even though you measured

Otherwise, everything was organized",4 stars,2023
1 year ago,"its honestly amazing, either way its crowded but it’s a fun experience i recommend you to go here, and i am going here again today right now while im doing this review, hopefully theres some space or spots available for me and my sister. but anyways the experience is ok, the staff is friendly i guess ? long lines indeed but when the first time i did it, it wasn’t really long, but i don’t know if it will be more longer than before today. i recommend going here thats all 🫶🏻",4 stars,2023
3 months ago,Can't say much cuz I just passed by this place and checked the rates😅 …,3 stars,2024
1 year ago,My daughter enjoyed it. Price is worhy for the 2 hour session. There us an option to get a coach. Buy if you are friendly enough  you can find someone that is willing to give you tops. Must be reserved for earlier sessions because in the afternoon the line is too long.,5 stars,2023
1 year ago,"Poor, I’m not even sure where to begin. Crowded. VERY crowded. Avoid going any weekend. I’m pretty sure this place is a safety hazard. Broken skates, crowded rink, not friendly for beginners or for experienced skaters (since it’s so crowded). No organization. They allow more people in than they have amenities. Limited lockers, seats, skates, yet they allow 3-4 times their own capacity. They have an eating area but 0 spaces to eat properly.",1 star,2023
9 months ago,"Love the venue. A little bit crowded. That is expected, but some skiers are show offs and sometimes perform tricks that may be dangerous to others",4 stars,2023
1 year ago,Really fun and hillarious time !!!,5 stars,2023
11 months ago,"The Ambience was great, my family really had a great time. We would come back again to create more beautiful memories!",5 stars,2023
1 year ago,"Make sure to tighten your skate shoe as it can really hurt your feet/toes.

BUY RIGHT AWAY THE POLAR BEAR IG YOU DONT HAVE AN IDEA HOW TO SKATE, WE REGRET NOT BUYING IT RIGHT AWAY

Bring anti bacterial wipes as the shoes did not smell great

Its not cold inside

GOOD SOCKS!!!!

Enjoy :)",5 stars,2023
1 year ago,"Definitely experienced the definition of excitement, happiness and pain in struggling in skating. I just wanted the polar bear to be available for the rest of the 2-hour pass. But they took it for an hour😭 I understand they have few of them and had to let others use them too but man🤧 I DIDN'T KNOW HOW TO SKATE. It was a great experience afterall.",4 stars,2023
1 year ago,Place is great. Enjoyed skating there.,5 stars,2023
10 months ago,"We are over all satisfied and with all those encounters we had with their staff, it's great. From the ticket buying, to the guard at the entrance, ice skates keeper and locker custodian.",5 stars,2023
1 year ago,"Its much smaller than what it is before.
I think SM is now being practical in allocating spaces for such activities as there are now alot to choose from.

A bit crowded at times

Never tried it though, even the with the old set up. Not really a fan, but raiting it based on how I see it. Maybe for some its a good experience.",3 stars,2023
1 year ago,"Now that the pandemic is getting back to normal life the malls and restaurants are opening. This goes double for the mall of Asia. I am pretty good with knowing how the mall is layed out, but now that the pandemic is sort of. Lifeting they are completely redoing the mall. It was a completely different place. I had a hard time. Finding my way around now. People really looked like they were having fun and it's definitely a great place to hang out and enjoy the low temperatures and great people watching.",4 stars,2023
5 years ago,It is so much fun here. Great to hang with friends especially with family or loved ones. Kudos!,5 stars,2019
1 year ago,"The staff in the claim and return of ice skating shoes was impolite and rude. I came back and nicely asked for exchange because the lace of shoes he gave me was broken. He did exchange but he almost threw it to me and my hand was hit by the blade. What if he does it to children?

*He was rude even the first time we claim our shoes.

Incident happened July15 at 2:20pm.",1 star,2023
4 years ago,Not so bad experience with a first timer lol. Staff are accommodating. They are even playing with the kids lol,5 stars,2020
10 months ago,Very nice and clean,5 stars,2023
1 year ago,Skates were beat to hell. You had to pay for storage locker when I think it should be included. It's in the MALL! Of course you need a storage locker for the stuff you are carrying and you keys so you don't fall on them and get injured,3 stars,2023
2 years ago,"Good experience, it's best during weekdays for less crowd",4 stars,2022
4 years ago,"Pros:
>Spacious skating rink.
>Clean restroom.
>Staff are accommodating.

Cons:
>It's an expensive hobby.",4 stars,2020
6 months ago,Fabulous... great experience and a lot of fun! Highly recommend!,5 stars,2023
2 months ago,didn't know it would be that good,5 stars,2024
4 years ago,Its a perfect place to cool up inside the sm ice skating,5 stars,2020
4 years ago,"The rink is larger now, but the equipment was still poorly maintained and checked. The skates I had were dull, and the next pair I had were bent!",4 stars,2020
11 months ago,Too many people. Plan 2 hours ahead if you wish to enjoy the ice skating activity,2 stars,2023
1 year ago,"I did not enjoy the ice skating here in SM MOA to say the least.  The ice skates are so dull and old that you can just barely move.  The skating rink is unsafe since there’s no flow for the skaters to follow unlike other skating rinks.  With everyone moving in any direction, surface of the ice has so many criss crossing scratches which don’t get fixed even after resurfacing.  This makes it more difficult to skate.",1 star,2023
10 months ago,Very nice place. Service is good and there are lots of food and drinks options.,5 stars,2023
7 months ago,Even if you have no experience in ice skating you can request for s polar bear (additional charge) for support while doing skating.,5 stars,2023
11 months ago,"Wonderful exprience. Not too late to try even when you're over 40.
Great bonding with the kiddos.",5 stars,2023
6 months ago,First time with the kids and prepare for a lot of happiness and muscle pain later😃 …,5 stars,2023
1 year ago,I didn't even had the chance to skate and it's already full capacity😔 and it's their last for the day so I have to return tomorrow eh taga probinsya ako👺👺 so that's the rant bye …,1 star,2023
2 months ago,WoW,4 stars,2024
4 years ago,"Great value. It is better to go earlier in the day to get the most from the daily pass.  You will avoid the crowds and since the ice is not regularly Zambonied, it is also in best condition early.",4 stars,2020
